constructorStandingsId,raceId,constructorId,points,position,positionText,wins,constructorRef,name,nationality,year
25352,899,3,5.0,9,9,0,williams,Williams,British,2013
25350,899,5,33.0,8,8,0,toro_rosso,Toro Rosso,Italian,2013
25345,899,6,354.0,3,3,2,ferrari,Ferrari,Italian,2013
25346,899,9,596.0,1,1,13,red_bull,Red Bull,Austrian,2013
25348,899,10,77.0,6,6,0,force_india,Force India,Indian,2013
25351,899,15,57.0,7,7,0,sauber,Sauber,Swiss,2013
25347,899,131,360.0,2,2,3,mercedes,Mercedes,German,2013
25353,899,206,0.0,10,10,0,marussia,Marussia,Russian,2013
25354,899,207,0.0,11,11,0,caterham,Caterham,Malaysian,2013
25344,899,208,315.0,4,4,1,lotus_f1,Lotus F1,British,2013
26130,918,1,181.0,5,5,0,mclaren,McLaren,British,2014
26132,918,3,320.0,3,3,0,williams,Williams,British,2014
26134,918,5,30.0,7,7,0,toro_rosso,Toro Rosso,Italian,2014
26131,918,6,216.0,4,4,0,ferrari,Ferrari,Italian,2014
26139,918,9,405.0,2,2,3,red_bull,Red Bull,Austrian,2014
26133,918,10,155.0,6,6,0,force_india,Force India,Indian,2014
26135,918,15,0.0,10,10,0,sauber,Sauber,Swiss,2014
26129,918,131,701.0,1,1,16,mercedes,Mercedes,German,2014
26136,918,206,2.0,9,9,0,marussia,Marussia,Russian,2014
26138,918,207,0.0,11,11,0,caterham,Caterham,Malaysian,2014
26137,918,208,10.0,8,8,0,lotus_f1,Lotus F1,British,2014
26433,945,1,27.0,9,9,0,mclaren,McLaren,British,2015
26428,945,3,257.0,3,3,0,williams,Williams,British,2015
26432,945,5,67.0,7,7,0,toro_rosso,Toro Rosso,Italian,2015
26427,945,6,428.0,2,2,3,ferrari,Ferrari,Italian,2015
26430,945,9,187.0,4,4,0,red_bull,Red Bull,Austrian,2015
26431,945,10,136.0,5,5,0,force_india,Force India,Indian,2015
26429,945,15,36.0,8,8,0,sauber,Sauber,Swiss,2015
26426,945,131,703.0,1,1,16,mercedes,Mercedes,German,2015
26434,945,208,78.0,6,6,0,lotus_f1,Lotus F1,British,2015
26435,945,209,0.0,10,10,0,manor,Manor Marussia,British,2015
26730,968,1,76.0,6,6,0,mclaren,McLaren,British,2016
26725,968,3,138.0,5,5,0,williams,Williams,British,2016
26729,968,4,8.0,9,9,0,renault,Renault,French,2016
26728,968,5,63.0,7,7,0,toro_rosso,Toro Rosso,Italian,2016
26723,968,6,398.0,3,3,0,ferrari,Ferrari,Italian,2016
26724,968,9,468.0,2,2,2,red_bull,Red Bull,Austrian,2016
26727,968,10,173.0,4,4,0,force_india,Force India,Indian,2016
26731,968,15,2.0,10,10,0,sauber,Sauber,Swiss,2016
26722,968,131,765.0,1,1,19,mercedes,Mercedes,German,2016
26732,968,209,1.0,11,11,0,manor,Manor Marussia,British,2016
26726,968,210,29.0,8,8,0,haas,Haas F1 Team,American,2016
26931,988,1,30.0,9,9,0,mclaren,McLaren,British,2017
26926,988,3,83.0,5,5,0,williams,Williams,British,2017
26929,988,4,57.0,6,6,0,renault,Renault,French,2017
26928,988,5,53.0,7,7,0,toro_rosso,Toro Rosso,Italian,2017
26923,988,6,522.0,2,2,5,ferrari,Ferrari,Italian,2017
26925,988,9,368.0,3,3,3,red_bull,Red Bull,Austrian,2017
26927,988,10,187.0,4,4,0,force_india,Force India,Indian,2017
26930,988,15,5.0,10,10,0,sauber,Sauber,Swiss,2017
26924,988,131,668.0,1,1,12,mercedes,Mercedes,German,2017
26932,988,210,47.0,8,8,0,haas,Haas F1 Team,American,2017
27176,1009,1,62.0,6,6,0,mclaren,McLaren,British,2018
27180,1009,3,7.0,10,10,0,williams,Williams,British,2018
27177,1009,4,122.0,4,4,0,renault,Renault,French,2018
27181,1009,5,33.0,9,9,0,toro_rosso,Toro Rosso,Italian,2018
27173,1009,6,571.0,2,2,6,ferrari,Ferrari,Italian,2018
27175,1009,9,419.0,3,3,4,red_bull,Red Bull,Austrian,2018
27178,1009,10,52.0,7,7,0,force_india,Force India,Indian,2018
27179,1009,15,48.0,8,8,0,sauber,Sauber,Swiss,2018
27174,1009,131,655.0,1,1,11,mercedes,Mercedes,German,2018
27182,1009,210,93.0,5,5,0,haas,Haas F1 Team,American,2018
27461,1030,1,145.0,4,4,0,mclaren,McLaren,British,2019
27462,1030,3,1.0,10,10,0,williams,Williams,British,2019
27457,1030,4,91.0,5,5,0,renault,Renault,French,2019
27460,1030,5,85.0,6,6,0,toro_rosso,Toro Rosso,Italian,2019
27455,1030,6,504.0,2,2,3,ferrari,Ferrari,Italian,2019
27454,1030,9,417.0,3,3,3,red_bull,Red Bull,Austrian,2019
27458,1030,51,57.0,8,8,0,alfa,Alfa Romeo,Swiss,2019
27453,1030,131,739.0,1,1,15,mercedes,Mercedes,German,2019
27456,1030,210,28.0,9,9,0,haas,Haas F1 Team,American,2019
27459,1030,211,73.0,7,7,0,racing_point,Racing Point,British,2019
27655,1047,1,202.0,3,3,0,mclaren,McLaren,British,2020
27660,1047,3,0.0,10,10,0,williams,Williams,British,2020
27658,1047,4,181.0,5,5,0,renault,Renault,French,2020
27654,1047,6,131.0,6,6,0,ferrari,Ferrari,Italian,2020
27661,1047,9,319.0,2,2,2,red_bull,Red Bull,Austrian,2020
27659,1047,51,8.0,8,8,0,alfa,Alfa Romeo,Swiss,2020
27653,1047,131,573.0,1,1,13,mercedes,Mercedes,German,2020
27662,1047,210,3.0,9,9,0,haas,Haas F1 Team,American,2020
27656,1047,211,195.0,4,4,1,racing_point,Racing Point,British,2020
27657,1047,213,107.0,7,7,1,alphatauri,AlphaTauri,Italian,2020
20904,689,6,20.0,5,5,0,ferrari,Ferrari,Italian,1967
20898,689,11,20.0,4,4,1,honda,Honda,Japanese,1967
20913,689,26,0.0,14,14,0,lola,Lola,British,1967
20908,689,182,0.0,13,13,0,brabham-ford,Brabham-Ford,British,1967
20902,689,66,17.0,6,6,0,brm,BRM,British,1967
20912,689,82,0.0,18,18,0,matra,Matra,French,1967
20906,689,180,44.0,2,2,4,lotus-ford,Lotus-Ford,British,1967
20909,689,187,0.0,12,12,0,mclaren-ford,McLaren-Ford,British,1967
20897,689,191,63.0,1,1,4,brabham-repco,Brabham-Repco,British,1967
20900,689,167,28.0,3,3,1,cooper-maserati,Cooper-Maserati,British,1967
20896,689,183,2.0,11,11,0,brabham-climax,Brabham-Climax,British,1967
20907,689,190,13.0,7,7,1,eagle-weslake,Eagle-Weslake,American,1967
20903,689,194,3.0,10,10,0,mclaren-brm,McLaren-BRM,British,1967
20899,689,170,6.0,9,9,0,cooper-climax,Cooper-Climax,British,1967
20905,689,176,6.0,8,8,0,lotus-brm,Lotus-BRM,British,1967
20915,689,184,0.0,15,15,0,lds-climax,LDS-Climax,South African,1967
20901,689,172,0.0,16,16,0,lotus-climax,Lotus-Climax,British,1967
20910,689,189,0.0,17,17,0,eagle-climax,Eagle-Climax,American,1967
20914,689,193,0.0,20,20,0,cooper-ats,Cooper-ATS,British,1967
20911,689,90,0.0,19,19,0,protos,Protos,British,1967
19386,745,6,45.0,1,1,5,ferrari,Ferrari,Italian,1961
19390,745,66,7.0,5,5,0,brm,BRM,British,1961
19389,745,167,0.0,6,6,0,cooper-maserati,Cooper-Maserati,British,1961
19388,745,170,14.0,4,4,0,cooper-climax,Cooper-Climax,British,1961
19385,745,172,35.0,2,2,3,lotus-climax,Lotus-Climax,British,1961
19387,745,95,22.0,3,3,0,porsche,Porsche,German,1961
19394,745,97,0.0,7,7,0,gilby,Gilby,British,1961
19396,745,173,0.0,8,8,0,lotus-maserati,Lotus-Maserati,British,1961
19391,745,99,0.0,10,10,0,emeryson,Emeryson,British,1961
19397,745,175,0.0,9,9,0,de_tomaso-alfa_romeo,De Tomaso-Alfa Romeo,Italian,1961
19392,745,174,0.0,11,11,0,de_tomaso-osca,De Tomaso-Osca,Italian,1961
19393,745,101,0.0,12,12,0,jbw,JBW,British,1961
19395,745,103,0.0,13,13,0,mbm,MBM,Swiss,1961
19126,755,6,26.0,3,3,1,ferrari,Ferrari,Italian,1960
19128,755,32,34.0,2,2,2,team_lotus,Team Lotus,British,1960
19127,755,66,8.0,4,4,0,brm,BRM,British,1960
19125,755,167,3.0,5,5,0,cooper-maserati,Cooper-Maserati,British,1960
19129,755,170,48.0,1,1,6,cooper-climax,Cooper-Climax,British,1960
19136,755,95,1.0,7,7,0,porsche,Porsche,German,1960
19130,755,101,0.0,12,12,0,jbw,JBW,British,1960
19135,755,118,0.0,13,13,0,vanwall,Vanwall,British,1960
19134,755,106,0.0,9,9,0,scarab,Scarab,American,1960
19124,755,117,0.0,10,10,0,aston_martin,Aston Martin,British,1960
19132,755,105,0.0,11,11,0,maserati,Maserati,Italian,1960
19133,755,171,3.0,6,6,0,cooper-castellotti,Cooper-Castellotti,British,1960
19131,755,104,0.0,8,8,0,behra-porsche,Behra-Porsche,Italian,1960
19610,737,6,18.0,6,6,0,ferrari,Ferrari,Italian,1962
19606,737,26,19.0,4,4,0,lola,Lola,British,1962
19624,737,32,0.0,14,14,0,team_lotus,Team Lotus,British,1962
19617,737,34,6.0,7,7,0,brabham,Brabham,British,1962
19614,737,66,42.0,1,1,4,brm,BRM,British,1962
19622,737,86,0.0,18,18,0,tomaso,De Tomaso,Italian,1962
19619,737,89,0.0,12,12,0,lds,LDS,South African,1962
19609,737,170,29.0,3,3,1,cooper-climax,Cooper-Climax,British,1962
19613,737,176,1.0,8,8,0,lotus-brm,Lotus-BRM,British,1962
19611,737,172,36.0,2,2,3,lotus-climax,Lotus-Climax,British,1962
19608,737,95,18.0,5,5,1,porsche,Porsche,German,1962
19616,737,97,0.0,15,15,0,gilby,Gilby,British,1962
19621,737,177,0.0,19,19,0,lotus-borgward,Lotus-Borgward,British,1962
19607,737,99,0.0,9,9,0,emeryson,Emeryson,British,1962
19612,737,175,0.0,16,16,0,de_tomaso-alfa_romeo,De Tomaso-Alfa Romeo,Italian,1962
19615,737,87,0.0,11,11,0,cooper,Cooper,British,1962
19618,737,100,0.0,10,10,0,enb,ENB,Belgium,1962
19623,737,174,0.0,17,17,0,de_tomaso-osca,De Tomaso-Osca,Italian,1962
19620,737,178,0.0,13,13,0,cooper-alfa_romeo,Cooper-Alfa Romeo,British,1962
17843,775,6,40.0,2,2,2,ferrari,Ferrari,Italian,1958
17846,775,32,3.0,6,6,0,team_lotus,Team Lotus,British,1958
17845,775,66,18.0,4,4,0,brm,BRM,British,1958
17850,775,95,0.0,7,7,0,porsche,Porsche,German,1958
17842,775,87,31.0,3,3,2,cooper,Cooper,British,1958
17847,775,118,48.0,1,1,6,vanwall,Vanwall,British,1958
17844,775,105,6.0,5,5,0,maserati,Maserati,Italian,1958
17848,775,125,0.0,8,8,0,connaught,Connaught,British,1958
17849,775,127,0.0,9,9,0,osca,OSCA,Italian,1958
21660,655,6,52.0,2,2,4,ferrari,Ferrari,Italian,1970
21670,655,25,0.0,11,11,0,tyrrell,Tyrrell,British,1970
21662,655,32,59.0,1,1,6,team_lotus,Team Lotus,British,1970
21665,655,34,35.0,4,4,1,brabham,Brabham,British,1970
21664,655,37,48.0,3,3,1,march,March,British,1970
21668,655,63,3.0,8,8,0,surtees,Surtees,British,1970
21661,655,66,23.0,6,6,1,brm,BRM,British,1970
21663,655,82,23.0,7,7,0,matra,Matra,French,1970
21666,655,86,0.0,10,10,0,tomaso,De Tomaso,Italian,1970
21667,655,187,35.0,5,5,0,mclaren-ford,McLaren-Ford,British,1970
21669,655,198,0.0,9,9,0,mclaren-alfa_romeo,McLaren-Alfa Romeo,British,1970
21671,655,85,0.0,12,12,0,bellasi,Bellasi,Swiss,1970
21380,666,6,7.0,6,6,0,ferrari,Ferrari,Italian,1969
21379,666,182,49.0,2,2,2,brabham-ford,Brabham-Ford,British,1969
21383,666,66,7.0,5,5,0,brm,BRM,British,1969
21386,666,180,47.0,3,3,2,lotus-ford,Lotus-Ford,British,1969
21382,666,187,38.0,4,4,1,mclaren-ford,McLaren-Ford,British,1969
21381,666,191,0.0,8,8,0,brabham-repco,Brabham-Repco,British,1969
21384,666,196,66.0,1,1,6,matra-ford,Matra-Ford,French,1969
21385,666,167,0.0,7,7,0,cooper-maserati,Cooper-Maserati,British,1969
21387,666,197,0.0,9,9,0,brm-ford,BRM-Ford,British,1969
21388,666,183,0.0,10,10,0,brabham-climax,Brabham-Climax,British,1969
20730,698,6,31.0,2,2,2,ferrari,Ferrari,Italian,1966
20731,698,11,3.0,8,8,0,honda,Honda,Japanese,1966
20725,698,66,22.0,4,4,1,brm,BRM,British,1966
20733,698,187,2.0,9,9,0,mclaren-ford,McLaren-Ford,British,1966
20720,698,191,42.0,1,1,4,brabham-repco,Brabham-Repco,British,1966
20729,698,167,30.0,3,3,1,cooper-maserati,Cooper-Maserati,British,1966
20724,698,183,1.0,10,10,0,brabham-climax,Brabham-Climax,British,1966
20732,698,190,0.0,14,14,0,eagle-weslake,Eagle-Weslake,American,1966
20721,698,176,13.0,5,5,1,lotus-brm,Lotus-BRM,British,1966
20723,698,172,8.0,6,6,0,lotus-climax,Lotus-Climax,British,1966
20726,698,189,4.0,7,7,0,eagle-climax,Eagle-Climax,American,1966
20728,698,188,1.0,12,12,0,mclaren-seren,McLaren-Serenissima,British,1966
20734,698,91,0.0,15,15,0,shannon,Shannon,British,1966
20727,698,192,0.0,13,13,0,cooper-ferrari,Cooper-Ferrari,British,1966
20722,698,181,1.0,11,11,0,brabham-brm,Brabham-BRM,British,1966
20499,708,6,26.0,4,4,0,ferrari,Ferrari,Italian,1965
20488,708,11,11.0,6,6,1,honda,Honda,Japanese,1965
20502,708,51,0.0,10,10,0,alfa,Alfa Romeo,Swiss,1965
20503,708,182,0.0,9,9,0,brabham-ford,Brabham-Ford,British,1965
20500,708,66,45.0,2,2,3,brm,BRM,British,1965
20491,708,180,0.0,14,14,0,lotus-ford,Lotus-Ford,British,1965
20489,708,167,0.0,16,16,0,cooper-maserati,Cooper-Maserati,British,1965
20496,708,183,27.0,3,3,0,brabham-climax,Brabham-Climax,British,1965
20498,708,170,14.0,5,5,0,cooper-climax,Cooper-Climax,British,1965
20494,708,176,2.0,8,8,0,lotus-brm,Lotus-BRM,British,1965
20492,708,184,0.0,13,13,0,lds-climax,LDS-Climax,South African,1965
20495,708,172,54.0,1,1,6,lotus-climax,Lotus-Climax,British,1965
20497,708,181,5.0,7,7,0,brabham-brm,Brabham-BRM,British,1965
20501,708,185,0.0,11,11,0,lds-alfa_romeo,LDS-Alfa Romeo,South African,1965
20493,708,186,0.0,12,12,0,cooper-ford,Cooper-Ford,British,1965
20490,708,93,0.0,15,15,0,re,RE,Rhodesian,1965
20168,718,6,45.0,1,1,3,ferrari,Ferrari,Italian,1964
20174,718,11,0.0,9,9,0,honda,Honda,Japanese,1964
20173,718,182,0.0,13,13,0,brabham-ford,Brabham-Ford,British,1964
20163,718,66,42.0,2,2,2,brm,BRM,British,1964
20167,718,183,30.0,4,4,2,brabham-climax,Brabham-Climax,British,1964
20165,718,170,16.0,5,5,0,cooper-climax,Cooper-Climax,British,1964
20166,718,176,3.0,8,8,0,lotus-brm,Lotus-BRM,British,1964
20164,718,172,37.0,3,3,3,lotus-climax,Lotus-Climax,British,1964
20171,718,181,7.0,6,6,0,brabham-brm,Brabham-BRM,British,1964
20169,718,94,5.0,7,7,0,brp,BRP,British,1964
20172,718,95,0.0,12,12,0,porsche,Porsche,German,1964
20170,718,92,0.0,10,10,0,scirocco,Scirocco,British,1964
20175,718,96,0.0,11,11,0,derrington,Derrington,British,1964
19925,728,6,26.0,4,4,1,ferrari,Ferrari,Italian,1963
19922,728,26,0.0,9,9,0,lola,Lola,British,1963
19933,728,32,0.0,19,19,0,team_lotus,Team Lotus,British,1963
19921,728,34,28.0,3,3,0,brabham,Brabham,British,1963
19938,728,51,0.0,16,16,0,alfa,Alfa Romeo,Swiss,1963
19920,728,54,0.0,12,12,0,ats,ATS,Italian,1963
19927,728,66,36.0,2,2,2,brm,BRM,British,1963
19939,728,180,0.0,15,15,0,lotus-ford,Lotus-Ford,British,1963
19937,728,86,0.0,18,18,0,tomaso,De Tomaso,Italian,1963
19931,728,167,0.0,14,14,0,cooper-maserati,Cooper-Maserati,British,1963
19940,728,89,0.0,13,13,0,lds,LDS,South African,1963
19928,728,170,25.0,5,5,0,cooper-climax,Cooper-Climax,British,1963
19923,728,176,4.0,8,8,0,lotus-brm,Lotus-BRM,British,1963
19924,728,172,54.0,1,1,7,lotus-climax,Lotus-Climax,British,1963
19929,728,94,6.0,6,6,0,brp,BRP,British,1963
19926,728,95,5.0,7,7,0,porsche,Porsche,German,1963
19919,728,92,0.0,11,11,0,scirocco,Scirocco,British,1963
19930,728,97,0.0,17,17,0,gilby,Gilby,British,1963
19936,728,177,0.0,20,20,0,lotus-borgward,Lotus-Borgward,British,1963
19935,728,179,0.0,21,21,0,de_tomaso-ferrari,De Tomaso-Ferrari,Italian,1963
19934,728,173,0.0,22,22,0,lotus-maserati,Lotus-Maserati,British,1963
19932,728,98,0.0,10,10,0,stebro,Stebro,Canadian,1963
18919,764,6,32.0,2,2,2,ferrari,Ferrari,Italian,1959
18922,764,32,5.0,4,4,0,team_lotus,Team Lotus,British,1959
18921,764,66,18.0,3,3,1,brm,BRM,British,1959
18920,764,167,0.0,6,6,0,cooper-maserati,Cooper-Maserati,British,1959
18918,764,170,40.0,1,1,5,cooper-climax,Cooper-Climax,British,1959
18923,764,95,0.0,8,8,0,porsche,Porsche,German,1959
18927,764,101,0.0,14,14,0,jbw,JBW,British,1959
18929,764,123,0.0,16,16,0,fry,Fry,British,1959
18928,764,118,0.0,15,15,0,vanwall,Vanwall,British,1959
18926,764,169,0.0,10,10,0,cooper-borgward,Cooper-Borgward,British,1959
18925,764,117,0.0,5,5,0,aston_martin,Aston Martin,British,1959
18924,764,105,0.0,9,9,0,maserati,Maserati,Italian,1959
18933,764,125,0.0,13,13,0,connaught,Connaught,British,1959
18930,764,113,0.0,7,7,0,kurtis_kraft,Kurtis Kraft,American,1959
18931,764,168,0.0,11,11,0,cooper-osca,Cooper-OSCA,British,1959
18932,764,124,0.0,12,12,0,tec-mec,Tec-Mec,Italian,1959
